variety_gallery_id,variety_id,original_name,encrypted_name,file_path,width,height,size,default,for_web,order,status,updated_by,updated_date
98,39288,"DBL Banana Habano Toro Jar_2.png",DBLF_IRI_HABTOROJ-3.png,uploads/variety_gallery/DBLF_IRI_HABTOROJ-3.png,978,876,1162025,0,1,0,active,97,"2022-05-03 18:02:01"
99,39090,"DBL Mint Coffee Habano Toro Bundle_1.png",DBLF_MINTC_DBLF:HABTORO-1.png,uploads/variety_gallery/DBLF_MINTC_DBLF:HABTORO-1.png,693,1080,883243,0,1,0,active,97,"2022-05-03 18:02:18"
100,37531,"DBL Mint Habano Robusto Bundle_1.png",DBLF_DBLF:MINT_HABROBUSTO-1.png,uploads/variety_gallery/DBLF_DBLF:MINT_HABROBUSTO-1.png,726,1080,825206,0,1,0,active,97,"2022-05-03 18:02:35"
101,37534,"DBL Mint Habano Toro Bundle_1.png",DBLF_DBLF:MINT_HABTORO-1.png,uploads/variety_gallery/DBLF_DBLF:MINT_HABTORO-1.png,667,1080,770876,0,1,0,active,97,"2022-05-03 18:02:46"
102,39299,"DBL Mint Habano Toro Jar_1.png",DBLF_DBLF:MINT_DBLF:HABTOROJAR-1.png,uploads/variety_gallery/DBLF_DBLF:MINT_DBLF:HABTOROJAR-1.png,811,1080,1135184,0,1,2,active,97,"2022-05-03 18:02:56"
103,39299,"DBL Mint Habano Toro Jar_3.png",DBLF_DBLF:MINT_DBLF:HABTOROJAR-2.png,uploads/variety_gallery/DBLF_DBLF:MINT_DBLF:HABTOROJAR-2.png,762,1080,1512516,0,1,1,active,97,"2022-05-03 18:02:57"
104,39299,"DBL Banana Habano Toro Jar_2.png",DBLF_DBLF:MINT_DBLF:HABTOROJAR-3.png,uploads/variety_gallery/DBLF_DBLF:MINT_DBLF:HABTOROJAR-3.png,978,876,1162025,0,1,0,active,97,"2022-05-03 18:02:59"
105,39301,"DBL Rum Habano Corona Bundle_1.png",DBLF_RUM_DBLF:HABCORONA-1.png,uploads/variety_gallery/DBLF_RUM_DBLF:HABCORONA-1.png,588,1080,805214,0,1,0,active,97,"2022-05-03 18:03:19"
106,37502,"DBL Rum Habano Toro Bundle_1.png",DBLF_RUM_DBLF:HABTORO-1.png,uploads/variety_gallery/DBLF_RUM_DBLF:HABTORO-1.png,678,1080,825503,0,1,0,active,87,"2022-05-03 18:03:28"
107,37509,"DBL Vanilla Habano Robusto Bundle_1.png",DBLF_DBLF:VANILLA_HABROBU-1.png,uploads/variety_gallery/DBLF_DBLF:VANILLA_HABROBU-1.png,746,1080,883507,0,1,0,active,97,"2022-05-03 18:03:45"
108,39091,"DBL Watermelon Connecticut Toro Bundle_1.png",DBLF_WATERM_DBLF:CONNTORO-1.png,uploads/variety_gallery/DBLF_WATERM_DBLF:CONNTORO-1.png,672,1080,894702,0,1,0,active,97,"2022-05-03 18:04:03"
109,39291,"DBL Watermelon Habano Toro Jar_1.png",DBLF_WATERM_DBLF:HABTOROJAR-1.png,uploads/variety_gallery/DBLF_WATERM_DBLF:HABTOROJAR-1.png,780,1080,1126104,0,1,2,active,97,"2022-05-03 18:04:12"
110,39291,"DBL Mint Habano Toro Jar_3.png",DBLF_WATERM_DBLF:HABTOROJAR-2.png,uploads/variety_gallery/DBLF_WATERM_DBLF:HABTOROJAR-2.png,762,1080,1512516,0,1,1,active,97,"2022-05-03 18:04:14"
111,39291,"DBL Banana Habano Toro Jar_2.png",DBLF_WATERM_DBLF:HABTOROJAR-3.png,uploads/variety_gallery/DBLF_WATERM_DBLF:HABTOROJAR-3.png,978,876,1162025,0,1,0,active,97,"2022-05-03 18:04:16"
112,31603,"Aganorsa Corojo Toro_3.png",AGA_AGA:COROJO_AGA:TORO-1.png,uploads/variety_gallery/AGA_AGA:COROJO_AGA:TORO-1.png,1080,553,788113,0,1,NULL,perged,97,"2022-05-04 11:54:24"
113,31603,"Aganorsa Corojo Toro_4.png",AGA_AGA:COROJO_AGA:TORO-2.png,uploads/variety_gallery/AGA_AGA:COROJO_AGA:TORO-2.png,698,1080,1315256,0,1,NULL,perged,97,"2022-05-04 11:54:26"
114,31603,"Aganorsa Corojo Toro_5.png",AGA_AGA:COROJO_AGA:TORO-3.png,uploads/variety_gallery/AGA_AGA:COROJO_AGA:TORO-3.png,728,1047,1515400,1,1,NULL,perged,97,"2022-05-04 11:54:29"
115,30840,"Gambler Gold 6oz_1 (1).png",GAM_PIPETO_GAM:6OZ-1.png,uploads/variety_gallery/GAM_PIPETO_GAM:6OZ-1.png,678,1080,1124457,0,1,0,active,97,"2022-05-04 12:29:50"
116,30564,"Gambler Menthol 6oz_1 (1).png",GAM_PIPETOB_GAM:6OZ-1.png,uploads/variety_gallery/GAM_PIPETOB_GAM:6OZ-1.png,672,1080,1201811,0,1,0,active,97,"2022-05-04 12:30:06"
117,30563,"Gambler Regular 6oz_1 (1).png",GAM_PIPETOBA_GAM:6OZ-1.png,uploads/variety_gallery/GAM_PIPETOBA_GAM:6OZ-1.png,684,1080,1182043,0,1,0,active,97,"2022-05-04 12:30:19"
118,31134,"Gambler Silver 6oz_1 (1).png",GAM_PIPETOBAC_GAM:6OZ-1.png,uploads/variety_gallery/GAM_PIPETOBAC_GAM:6OZ-1.png,699,1080,1101458,0,1,NULL,perged,97,"2022-05-04 12:30:31"
119,31134,"Gambler Silver 6oz_1 (1).png",GAM_PIPETOBAC_GAM:6OZ-2.png,uploads/variety_gallery/GAM_PIPETOBAC_GAM:6OZ-2.png,699,1080,1101458,0,1,0,active,97,"2022-05-04 12:37:14"
120,34728,"Curivari Achilles Heroicos_3 (1).png",CUR_ACH_HER-1.png,uploads/variety_gallery/CUR_ACH_HER-1.png,1080,584,584310,0,1,2,active,97,"2022-05-04 17:48:39"
121,34728,"Curivari Achilles Heroicos_6.png",CUR_ACH_HER-2.png,uploads/variety_gallery/CUR_ACH_HER-2.png,902,1080,1180895,1,1,1,active,97,"2022-05-04 17:48:40"
122,34728,"Curivari Achilles Heroicos_7.png",CUR_ACH_HER-3.png,uploads/variety_gallery/CUR_ACH_HER-3.png,760,1080,1506272,0,1,0,active,97,"2022-05-04 17:48:42"
123,34729,"Curivari Achilles Gloriosos_3.png",CUR_ACH_GLO-1.png,uploads/variety_gallery/CUR_ACH_GLO-1.png,1080,590,578548,0,1,2,active,97,"2022-05-04 17:49:14"
124,34729,"Curivari Achilles Gloriosos_6.png",CUR_ACH_GLO-2.png,uploads/variety_gallery/CUR_ACH_GLO-2.png,1080,908,1020465,0,1,1,active,97,"2022-05-04 17:49:17"
125,34729,"Curivari Achilles Gloriosos_7.png",CUR_ACH_GLO-3.png,uploads/variety_gallery/CUR_ACH_GLO-3.png,761,1035,1522011,0,1,0,active,97,"2022-05-04 17:49:18"
126,34730,"Curivari Achilles Eternos_3.png",CUR_ACH_ETE-1.png,uploads/variety_gallery/CUR_ACH_ETE-1.png,1080,589,598153,0,1,2,active,97,"2022-05-04 17:49:31"
127,34730,"Curivari Achilles Eternos_6.png",CUR_ACH_ETE-2.png,uploads/variety_gallery/CUR_ACH_ETE-2.png,943,1080,1212422,0,1,1,active,97,"2022-05-04 17:49:33"
128,34730,"Curivari Achilles Eternos_7.png",CUR_ACH_ETE-3.png,uploads/variety_gallery/CUR_ACH_ETE-3.png,692,1080,1471909,0,1,0,active,97,"2022-05-04 17:49:35"
129,34731,"Curivari Achilles Mirmidones 52_3.png",CUR_ACHI_CUR:52-1.png,uploads/variety_gallery/CUR_ACHI_CUR:52-1.png,1080,583,586691,0,1,2,active,97,"2022-05-04 17:50:14"
130,34731,"Curivari Achilles Mirmidones 52_6.png",CUR_ACHI_CUR:52-2.png,uploads/variety_gallery/CUR_ACHI_CUR:52-2.png,1080,1080,1190194,0,1,1,active,97,"2022-05-04 17:50:17"
131,34731,"Curivari Achilles Mirmidones 52_7.png",CUR_ACHI_CUR:52-3.png,uploads/variety_gallery/CUR_ACHI_CUR:52-3.png,854,1080,1771479,0,1,0,active,97,"2022-05-04 17:50:19"
132,34732,"Curivari Achilles Mirmidones 54_3.png",CUR_ACHI_CUR:54-1.png,uploads/variety_gallery/CUR_ACHI_CUR:54-1.png,1080,594,585894,0,1,2,active,97,"2022-05-04 17:50:32"
133,34732,"Curivari Achilles Mirmidones 54_6.png",CUR_ACHI_CUR:54-2.png,uploads/variety_gallery/CUR_ACHI_CUR:54-2.png,936,1080,1142697,0,1,1,active,97,"2022-05-04 17:50:34"
134,34732,"Curivari Achilles Mirmidones 54_7.png",CUR_ACHI_CUR:54-3.png,uploads/variety_gallery/CUR_ACHI_CUR:54-3.png,733,1080,1545647,0,1,0,active,97,"2022-05-04 17:50:35"
135,34733,"Curivari Achilles Mirmidones 58_3.png",CUR_ACHI_CUR:58-1.png,uploads/variety_gallery/CUR_ACHI_CUR:58-1.png,1080,595,593232,0,1,2,active,97,"2022-05-04 17:50:48"
136,34733,"Curivari Achilles Mirmidones 58_6.png",CUR_ACHI_CUR:58-2.png,uploads/variety_gallery/CUR_ACHI_CUR:58-2.png,1080,813,829005,0,1,1,active,97,"2022-05-04 17:50:50"
137,34733,"Curivari Achilles Mirmidones 58_7.png",CUR_ACHI_CUR:58-3.png,uploads/variety_gallery/CUR_ACHI_CUR:58-3.png,661,1024,1347689,0,1,0,active,97,"2022-05-04 17:50:51"
138,37866,"Curivari Aristoteles 544_3.png",CUR_ARI_544-1.png,uploads/variety_gallery/CUR_ARI_544-1.png,1080,773,1022287,0,1,2,active,97,"2022-05-04 17:51:22"
139,37866,"Curivari Aristoteles 544_6.png",CUR_ARI_544-2.png,uploads/variety_gallery/CUR_ARI_544-2.png,938,1080,955170,0,1,1,active,97,"2022-05-04 17:51:23"
140,37866,"Curivari Aristoteles 544_7.png",CUR_ARI_544-3.png,uploads/variety_gallery/CUR_ARI_544-3.png,698,1060,1442098,0,1,0,active,97,"2022-05-04 17:51:25"
141,37867,"Curivari Aristoteles 548_3.png",CUR_ARI_CUR:548-1.png,uploads/variety_gallery/CUR_ARI_CUR:548-1.png,1080,776,1073778,0,1,2,active,97,"2022-05-04 17:51:36"
142,37867,"Curivari Aristoteles 548_6.png",CUR_ARI_CUR:548-2.png,uploads/variety_gallery/CUR_ARI_CUR:548-2.png,857,1080,954844,0,1,1,active,97,"2022-05-04 17:51:38"
143,37867,"Curivari Aristoteles 548_7.png",CUR_ARI_CUR:548-3.png,uploads/variety_gallery/CUR_ARI_CUR:548-3.png,791,1058,1645522,0,1,0,active,97,"2022-05-04 17:51:40"
144,37868,"Curivari Aristoteles 550_3.png",CUR_ARI_CUR:550-1.png,uploads/variety_gallery/CUR_ARI_CUR:550-1.png,1080,767,1070931,0,1,2,active,97,"2022-05-04 17:51:52"
145,37868,"Curivari Aristoteles 550_6.png",CUR_ARI_CUR:550-2.png,uploads/variety_gallery/CUR_ARI_CUR:550-2.png,918,1080,968866,0,1,1,active,97,"2022-05-04 17:51:59"
146,37868,"Curivari Aristoteles 550_7.png",CUR_ARI_CUR:550-3.png,uploads/variety_gallery/CUR_ARI_CUR:550-3.png,747,1061,1519053,0,1,0,active,97,"2022-05-04 17:52:01"
147,37869,"Curivari Aristoteles 652_3.png",CUR_ARI_CUR:652-1.png,uploads/variety_gallery/CUR_ARI_CUR:652-1.png,1080,766,997698,0,1,2,active,97,"2022-05-04 17:52:12"
148,37869,"Curivari Aristoteles 652_6.png",CUR_ARI_CUR:652-2.png,uploads/variety_gallery/CUR_ARI_CUR:652-2.png,784,1080,862513,0,1,1,active,97,"2022-05-04 17:52:14"
149,37869,"Curivari Aristoteles 652_7.png",CUR_ARI_CUR:652-3.png,uploads/variety_gallery/CUR_ARI_CUR:652-3.png,716,1041,1424024,0,1,0,active,97,"2022-05-04 17:52:16"
150,37870,"Curivari Aristoteles 748_3.png",CUR_ARI_748-1.png,uploads/variety_gallery/CUR_ARI_748-1.png,1080,736,924050,0,1,2,active,97,"2022-05-04 17:52:31"
151,37870,"Curivari Aristoteles 748_6.png",CUR_ARI_748-2.png,uploads/variety_gallery/CUR_ARI_748-2.png,884,1080,804941,0,1,1,active,97,"2022-05-04 17:52:32"
152,37870,"Curivari Aristoteles 748_7.png",CUR_ARI_748-3.png,uploads/variety_gallery/CUR_ARI_748-3.png,569,1062,1180072,0,1,0,active,97,"2022-05-04 17:52:34"
153,34708,"Curivari Benaventura Picadores 50_3.png",CUR_BUE_CUR:50-1.png,uploads/variety_gallery/CUR_BUE_CUR:50-1.png,1080,756,991426,0,1,2,active,97,"2022-05-05 10:40:43"
154,34708,"Curivari Benaventura Picadores 50_6.png",CUR_BUE_CUR:50-2.png,uploads/variety_gallery/CUR_BUE_CUR:50-2.png,734,1080,804844,0,1,1,active,97,"2022-05-05 10:40:45"
155,34708,"Curivari Benaventura Picadores 50_7.png",CUR_BUE_CUR:50-3.png,uploads/variety_gallery/CUR_BUE_CUR:50-3.png,798,1062,1636719,0,1,0,active,97,"2022-05-05 10:40:47"
156,39320,"Curivari Buenaventura 654_4.png",CUR_LIMITEDEDI_BV6-1.png,uploads/variety_gallery/CUR_LIMITEDEDI_BV6-1.png,687,1080,1065726,0,1,2,active,97,"2022-05-05 10:50:05"
157,39320,"Curivari Buenaventura 654_5.png",CUR_LIMITEDEDI_BV6-2.png,uploads/variety_gallery/CUR_LIMITEDEDI_BV6-2.png,444,1080,680369,0,1,1,active,97,"2022-05-05 10:50:06"
158,39320,"Curivari Buenaventura 654_8.png",CUR_LIMITEDEDI_BV6-3.png,uploads/variety_gallery/CUR_LIMITEDEDI_BV6-3.png,699,1080,1357624,0,1,0,active,97,"2022-05-05 10:50:09"
159,34321,"Curivari Buenaventura BV500_3.png",CUR_BUENAV_BV5-1.png,uploads/variety_gallery/CUR_BUENAV_BV5-1.png,1080,753,911992,0,1,2,active,97,"2022-05-05 10:50:41"
160,34321,"Curivari Buenaventura BV500_6.png",CUR_BUENAV_BV5-2.png,uploads/variety_gallery/CUR_BUENAV_BV5-2.png,736,1080,792470,0,1,1,active,97,"2022-05-05 10:50:42"
161,34321,"Curivari Buenaventura BV500_7.png",CUR_BUENAV_BV5-3.png,uploads/variety_gallery/CUR_BUENAV_BV5-3.png,775,1062,1669321,0,1,0,active,97,"2022-05-05 10:50:44"
162,34322,"Curivari Buenaventura BV560_3.png",CUR_BUENAV_BV56-1.png,uploads/variety_gallery/CUR_BUENAV_BV56-1.png,1080,744,913377,0,1,2,active,97,"2022-05-05 10:51:03"
163,34322,"Curivari Buenaventura BV560_6.png",CUR_BUENAV_BV56-2.png,uploads/variety_gallery/CUR_BUENAV_BV56-2.png,842,1080,884422,0,1,1,active,97,"2022-05-05 10:51:05"
164,34322,"Curivari Buenaventura BV560_7.png",CUR_BUENAV_BV56-3.png,uploads/variety_gallery/CUR_BUENAV_BV56-3.png,821,1072,1752998,0,1,0,active,97,"2022-05-05 10:51:07"
165,34323,"Curivari Buenaventura BV600_3.png",CUR_BUENAV_BV60-1.png,uploads/variety_gallery/CUR_BUENAV_BV60-1.png,1080,751,886264,0,0,NULL,perged,97,"2022-05-05 10:51:26"
166,34323,"Curivari Buenaventura BV600_6.png",CUR_BUENAV_BV60-1.png,uploads/variety_gallery/CUR_BUENAV_BV60-1.png,759,1080,813626,0,1,NULL,perged,97,"2022-05-05 10:51:26"
167,34323,"Curivari Buenaventura BV600_7.png",CUR_BUENAV_BV60-1.png,uploads/variety_gallery/CUR_BUENAV_BV60-1.png,817,1062,1674635,0,1,NULL,perged,97,"2022-05-05 10:51:26"
168,34323,"Curivari Buenaventura BV600_3.png",CUR_BUENAV_BV60-4.png,uploads/variety_gallery/CUR_BUENAV_BV60-4.png,1080,751,886264,0,1,2,active,97,"2022-05-05 10:51:39"
169,34323,"Curivari Buenaventura BV600_6.png",CUR_BUENAV_BV60-5.png,uploads/variety_gallery/CUR_BUENAV_BV60-5.png,759,1080,813626,0,1,1,active,97,"2022-05-05 10:51:41"
170,34323,"Curivari Buenaventura BV600_7.png",CUR_BUENAV_BV60-6.png,uploads/variety_gallery/CUR_BUENAV_BV60-6.png,817,1062,1674635,0,1,0,active,97,"2022-05-05 10:51:43"
171,34326,"Curivari Buenaventura Cremas C100_3.png",CUR_BUENAVE_C10-1.png,uploads/variety_gallery/CUR_BUENAVE_C10-1.png,1080,756,931482,0,1,2,active,97,"2022-05-05 10:52:11"
172,34326,"Curivari Buenaventura Cremas C100_6.png",CUR_BUENAVE_C10-2.png,uploads/variety_gallery/CUR_BUENAVE_C10-2.png,787,1080,765519,0,1,1,active,97,"2022-05-05 10:52:13"
